STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2010-S2,,254,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2011-S1,,282,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2011-S2,,282,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2012-S1,,286,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2012-S2,,287,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2013-S1,,287,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2013-S2,,285,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2014-S1,,320,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2014-S2,,320,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2015-S1,,360,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2015-S2,,360,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2016-S1,,370,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2016-S2,,370,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2017-S1,,380,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2017-S2,,380,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2018-S1,,430,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2018-S2,,430,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2019-S1,,430,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2019-S2,,430,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2020-S1,,430,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2020-S2,,430,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2021-S1,,500,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2021-S2,,500,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2022-S1,,500,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2022-S2,,500,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2023-S1,,620,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2023-S2,,620,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2024-S1,,700,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2024-S2,,700,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2025-S1,,740,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,LV,Latvia,2025-S2,,740,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,1999-S2,,2,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2000-S1,,2,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2000-S2,,2,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2001-S1,,9,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2001-S2,,9,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2002-S1,,9,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2002-S2,,7,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2003-S1,,7,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2003-S2,,6,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2004-S1,,6,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2004-S2,,7,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2005-S1,,12,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2005-S2,,13,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2006-S1,,13,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2006-S2,,12,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2007-S1,,12,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2007-S2,,24,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2008-S1,,24,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2008-S2,,26,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2009-S1,,41,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2009-S2,,38,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2010-S1,,34,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2010-S2,,38,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2011-S1,,37,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2011-S2,,36,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2012-S1,,40,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2012-S2,,39,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2013-S1,,38,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2013-S2,,37,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2014-S1,,33,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2014-S2,,31,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2015-S1,,53,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2015-S2,,48,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2016-S1,,47,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2016-S2,,45,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2017-S1,,48,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2017-S2,,48,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2018-S1,,49,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2018-S2,,51,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2019-S1,,51,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2019-S2,,48,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2020-S1,,52,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2020-S2,,51,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2021-S1,,47,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2021-S2,,47,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2022-S1,,50,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2022-S2,,50,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2023-S1,,196,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2023-S2,,200,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2024-S1,,258,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2024-S2,,261,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2025-S1,,285,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MD,Moldova,2025-S2,,285,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2013-S2,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2014-S1,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2014-S2,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2015-S1,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2015-S2,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2016-S1,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2016-S2,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2017-S1,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2017-S2,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2018-S1,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2018-S2,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2019-S1,,288,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2019-S2,,331,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2020-S1,,331,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2020-S2,,331,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2021-S1,,331,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2021-S2,,331,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2022-S1,,533,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2022-S2,,533,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2023-S1,,533,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2023-S2,,533,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2024-S1,,533,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2024-S2,,533,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2025-S1,,670,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,ME,Montenegro,2025-S2,,670,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2013-S1,,199,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2013-S2,,199,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2014-S1,,213,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2014-S2,,214,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2015-S1,,213,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2015-S2,,227,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2016-S1,,227,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2016-S2,,237,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2017-S1,,240,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2017-S2,,279,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2018-S1,,279,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2018-S2,,279,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2019-S1,,291,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2019-S2,,341,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2020-S1,,342,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2020-S2,,342,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2021-S1,,353,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2021-S2,,359,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2022-S1,,359,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2022-S2,,430,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2023-S1,,429,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2023-S2,,484,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2024-S1,,483,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2024-S2,,542,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2025-S1,,541,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MK,North Macedonia,2025-S2,,584,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,1999-S1,,465,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,1999-S2,,483,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2000-S1,,505,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2000-S2,,510,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2001-S1,,530,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2001-S2,,548,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2002-S1,,557,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2002-S2,,532,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2003-S1,,551,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2003-S2,,540,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2004-S1,,541,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2004-S2,,548,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2005-S1,,555,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2005-S2,,562,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2006-S1,,584,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2006-S2,,584,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2007-S1,,602,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2007-S2,,602,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2008-S1,,617,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2008-S2,,617,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",EUR,Euro,MT,Malta,2009-S1,,635,,,,,
